PC1,PC2,species
3.2353027349331516,2.070809288590106,Gentoo penguin (Pygoscelis papua)
-3.519204110577676,3.403841275858849,Chinstrap penguin (Pygoscelis antarctica)
-1.3213720446635475,-1.8984719109330415,Adelie Penguin (Pygoscelis adeliae)
-0.2940886452581407,-1.944964280049661,Adelie Penguin (Pygoscelis adeliae)
3.24218236726465,1.1677962511788127,Gentoo penguin (Pygoscelis papua)
3.1910712589751324,1.6271675609122247,Gentoo penguin (Pygoscelis papua)
-0.7204868464993245,-2.021553418911438,Adelie Penguin (Pygoscelis adeliae)
2.8037724948656746,-1.5417735702511146,Gentoo penguin (Pygoscelis papua)
-1.91344496330306,0.9903975619167243,Adelie Penguin (Pygoscelis adeliae)
1.2828007722351682,-0.6229750343361318,Gentoo penguin (Pygoscelis papua)
-2.7070981698580936,0.8957291065408388,Adelie Penguin (Pygoscelis adeliae)
-2.06741570635688,1.995127822671576,Adelie Penguin (Pygoscelis adeliae)
-1.274447439855072,2.9593752709395598,Chinstrap penguin (Pygoscelis antarctica)
-0.4441571635939322,-2.6292776599027534,Adelie Penguin (Pygoscelis adeliae)
-1.8172429826655567,-1.240422025168383,Adelie Penguin (Pygoscelis adeliae)
2.560674488040003,-0.8140549324192109,Gentoo penguin (Pygoscelis papua)
-0.9928466718482691,-0.6200995411810685,Adelie Penguin (Pygoscelis adeliae)
-1.9971663648558895,-1.8818574864229103,Adelie Penguin (Pygoscelis adeliae)
0.584468430504575,0.15055618423767653,Adelie Penguin (Pygoscelis adeliae)
-2.2588488230170554,-2.1981185553429006,Adelie Penguin (Pygoscelis adeliae)
-2.4972616058481503,-0.8683502958309403,Chinstrap penguin (Pygoscelis antarctica)
-1.9717775050438209,-1.960263730444279,Adelie Penguin (Pygoscelis adeliae)
-1.7137782756775537,-2.397621209536201,Adelie Penguin (Pygoscelis adeliae)
-1.8887432966768107,-2.7292101078951467,Adelie Penguin (Pygoscelis adeliae)
-0.009876552185654927,-2.161501534220255,Adelie Penguin (Pygoscelis adeliae)
-3.3274392594699873,-1.1774589392544321,Adelie Penguin (Pygoscelis adeliae)
2.6560809679222666,1.6291600231123262,Gentoo penguin (Pygoscelis papua)
-2.0888836625315568,-1.4222533771102397,Adelie Penguin (Pygoscelis adeliae)
-1.5762600198909298,2.4448057367304026,Chinstrap penguin (Pygoscelis antarctica)
2.5933796866802084,-1.318589840637179,Gentoo penguin (Pygoscelis papua)
2.871522759573188,1.5953099351102231,Gentoo penguin (Pygoscelis papua)
3.095959822175263,1.1999125442558354,Gentoo penguin (Pygoscelis papua)
2.649485621227953,-1.5548309958903437,Gentoo penguin (Pygoscelis papua)
3.6398432779623704,1.9840521081881926,Gentoo penguin (Pygoscelis papua)
-1.440680950265029,-2.4363332390902563,Adelie Penguin (Pygoscelis adeliae)
-3.0022571431911924,-1.338077899141634,Adelie Penguin (Pygoscelis adeliae)
2.1245450535085117,-1.3630357311549297,Gentoo penguin (Pygoscelis papua)
-1.8377776424985082,-0.9216662749326245,Adelie Penguin (Pygoscelis adeliae)
-0.7159699016842326,-2.3982799799874512,Adelie Penguin (Pygoscelis adeliae)
-0.07646173511340623,-2.1204254198558328,Adelie Penguin (Pygoscelis adeliae)
0.5823557032593093,0.9351578119355438,Adelie Penguin (Pygoscelis adeliae)
2.6897059371959338,1.980806691263521,Gentoo penguin (Pygoscelis papua)
0.8686348441453268,-2.2463016346907496,Adelie Penguin (Pygoscelis adeliae)
-1.4048603768607042,2.531508122467371,Chinstrap penguin (Pygoscelis antarctica)
-1.2856843697528502,2.28063180469641,Chinstrap penguin (Pygoscelis antarctica)
-1.4246220330654409,2.4780144853348114,Chinstrap penguin (Pygoscelis antarctica)
2.977771073556495,1.4786467464429638,Gentoo penguin (Pygoscelis papua)
-2.2833913138039974,-2.405777549501485,Adelie Penguin (Pygoscelis adeliae)
-2.329696748312079,2.2011221296053987,Chinstrap penguin (Pygoscelis antarctica)
-1.2471220720060525,0.7641066691992292,Adelie Penguin (Pygoscelis adeliae)
-2.454738470038273,4.020413244539195,Chinstrap penguin (Pygoscelis antarctica)
-2.2166344964566953,2.3305969541553284,Chinstrap penguin (Pygoscelis antarctica)
2.5320713434726194,-1.459340660475037,Gentoo penguin (Pygoscelis papua)
-1.8305867000678515,1.1555220511307702,Adelie Penguin (Pygoscelis adeliae)
2.587783076710133,0.8977760010949033,Gentoo penguin (Pygoscelis papua)
-1.6918641631720903,2.9901482893683933,Chinstrap penguin (Pygoscelis antarctica)
-2.0600482334502526,2.6260745717218406,Chinstrap penguin (Pygoscelis antarctica)
2.0605447150652223,-1.7004952582434838,Gentoo penguin (Pygoscelis papua)
-1.6719649836437322,-0.27429369762041356,Chinstrap penguin (Pygoscelis antarctica)
3.1557650626213554,-1.084747541590774,Gentoo penguin (Pygoscelis papua)
-1.4482618278935717,1.4056453232030701,Adelie Penguin (Pygoscelis adeliae)
-1.4339462299134027,0.7376404537294027,Adelie Penguin (Pygoscelis adeliae)
2.1325898722715393,2.5702252194293607,Gentoo penguin (Pygoscelis papua)
2.024382110048431,-1.145539358893413,Gentoo penguin (Pygoscelis papua)
3.3762976095114574,1.6618045636929908,Gentoo penguin (Pygoscelis papua)
2.7007440462559944,-1.5852120351841739,Gentoo penguin (Pygoscelis papua)
-2.618225580837798,-0.7619268075690164,Chinstrap penguin (Pygoscelis antarctica)
-2.6809989363025886,-1.5132133890790507,Adelie Penguin (Pygoscelis adeliae)
-0.32920199827234337,0.976973891119533,Adelie Penguin (Pygoscelis adeliae)
3.0481350358045076,1.451027652912865,Gentoo penguin (Pygoscelis papua)
2.8192872066002903,-1.829786126390146,Gentoo penguin (Pygoscelis papua)
-1.2775769293756316,-1.557406408498976,Adelie Penguin (Pygoscelis adeliae)
-2.0590122818109,-0.6489541893584544,Chinstrap penguin (Pygoscelis antarctica)
-3.037306422735025,0.6601555001949687,Chinstrap penguin (Pygoscelis antarctica)
3.0732493846090128,1.5718258285446243,Gentoo penguin (Pygoscelis papua)
-2.109595743680672,2.5255279565475615,Chinstrap penguin (Pygoscelis antarctica)
2.6811294359368234,1.1422307184920286,Gentoo penguin (Pygoscelis papua)
2.3684670281798375,-1.1710149580835212,Gentoo penguin (Pygoscelis papua)
-1.5283884302666844,-2.471371083033136,Adelie Penguin (Pygoscelis adeliae)
-1.8058044891858944,-1.8880078276919856,Adelie Penguin (Pygoscelis adeliae)
0.5799169065740919,0.493142336485129,Adelie Penguin (Pygoscelis adeliae)
-1.4406497786181733,-2.174175546846531,Adelie Penguin (Pygoscelis adeliae)
-0.8139833583428117,0.3095084076927971,Adelie Penguin (Pygoscelis adeliae)
2.02494721636539,-1.5575601631045075,Gentoo penguin (Pygoscelis papua)
-0.8269702927505077,0.5886848921213825,Adelie Penguin (Pygoscelis adeliae)
-1.3505529524734332,-1.8557716558232473,Adelie Penguin (Pygoscelis adeliae)
3.7306308808707414,2.49944698336716,Gentoo penguin (Pygoscelis papua)
2.4434828121962497,-1.3011742992226873,Gentoo penguin (Pygoscelis papua)
-1.9908861390300954,-2.3374196901221054,Adelie Penguin (Pygoscelis adeliae)
2.325001502384738,-1.5165755281241222,Gentoo penguin (Pygoscelis papua)
-2.3390497266223265,-0.892349313215082,Adelie Penguin (Pygoscelis adeliae)
0.46670885407353,0.09205209123625209,Adelie Penguin (Pygoscelis adeliae)
-1.8094245075503879,-2.2313785225449676,Adelie Penguin (Pygoscelis adeliae)
2.3586517796934388,1.1150793675032187,Gentoo penguin (Pygoscelis papua)
2.483617918909433,1.1784950593448453,Gentoo penguin (Pygoscelis papua)
2.7360751435052375,-1.6115643620468127,Gentoo penguin (Pygoscelis papua)
1.8264201904771156,2.485834781162024,Gentoo penguin (Pygoscelis papua)
-2.8217322785032946,1.1643744870463721,Chinstrap penguin (Pygoscelis antarctica)
2.3780251332840194,-1.4610338738610862,Gentoo penguin (Pygoscelis papua)
-1.785723851828326,2.4406576369531514,Chinstrap penguin (Pygoscelis antarctica)
2.17578546524994,-1.3690464916875067,Gentoo penguin (Pygoscelis papua)
-1.990726813295098,1.5177337231688641,Adelie Penguin (Pygoscelis adeliae)
-1.3694714745877252,1.505507348350525,Adelie Penguin (Pygoscelis adeliae)
-1.654396525564858,2.3947956033583218,Chinstrap penguin (Pygoscelis antarctica)
2.373242256647055,-1.277027941301159,Gentoo penguin (Pygoscelis papua)
2.990416903141135,1.8412132794390446,Gentoo penguin (Pygoscelis papua)
-2.6914313108027517,3.0348550699662633,Chinstrap penguin (Pygoscelis antarctica)
2.5095518447727905,1.8080620783844417,Gentoo penguin (Pygoscelis papua)
-1.3855646233030163,-0.37970356131097016,Adelie Penguin (Pygoscelis adeliae)
0.20777308809570758,-2.4583769692585804,Adelie Penguin (Pygoscelis adeliae)
-0.3646738451695454,-2.5568491588644626,Adelie Penguin (Pygoscelis adeliae)
-2.8064603642241015,-1.284508298419524,Adelie Penguin (Pygoscelis adeliae)
-1.9484997865227123,2.1002756074737907,Chinstrap penguin (Pygoscelis antarctica)
-0.04119181463075639,0.09061328032878287,Adelie Penguin (Pygoscelis adeliae)
2.658203854160738,0.8141502786338287,Gentoo penguin (Pygoscelis papua)
2.207557218214872,-1.3437469152542962,Gentoo penguin (Pygoscelis papua)
-1.7104456124628131,2.666967801869838,Chinstrap penguin (Pygoscelis antarctica)
2.5570461024435858,-1.0649883443506964,Gentoo penguin (Pygoscelis papua)
-2.705235329630446,1.3739255670234418,Chinstrap penguin (Pygoscelis antarctica)
2.4746644937579143,-1.550061926283419,Gentoo penguin (Pygoscelis papua)
1.8911688326028917,-1.626582493380329,Gentoo penguin (Pygoscelis papua)
-1.9685735507772386,2.4943831580206086,Chinstrap penguin (Pygoscelis antarctica)
0.08125100794523205,0.43727317175233793,Adelie Penguin (Pygoscelis adeliae)
-0.42530658950232325,0.02758929144545937,Adelie Penguin (Pygoscelis adeliae)
-1.5898645102092586,-0.26786559951375166,Chinstrap penguin (Pygoscelis antarctica)
-2.1147915764681398,0.2647834533269332,Chinstrap penguin (Pygoscelis antarctica)
-2.1717554566030097,2.0535842788011753,Adelie Penguin (Pygoscelis adeliae)
-2.6401192138943426,3.109965086065906,Chinstrap penguin (Pygoscelis antarctica)
-1.9450525749876666,-1.1817004888502156,Adelie Penguin (Pygoscelis adeliae)
2.9315527276089304,0.9260372124349886,Gentoo penguin (Pygoscelis papua)
2.7778318878358834,0.8706918801847499,Gentoo penguin (Pygoscelis papua)
0.33915851296101673,0.35051433991407077,Adelie Penguin (Pygoscelis adeliae)
-1.652245527903541,-2.086775921262765,Adelie Penguin (Pygoscelis adeliae)
2.592272045621134,1.0867337474637524,Gentoo penguin (Pygoscelis papua)
-0.15963542972523054,-0.03931810582747084,Adelie Penguin (Pygoscelis adeliae)
-0.8081484654885696,-2.7853454800209794,Adelie Penguin (Pygoscelis adeliae)
1.248087663082654,-1.0587313460310797,Gentoo penguin (Pygoscelis papua)
